,x
36594_s_at,0.044212183
36595_s_at,-0.001203779
36596_r_at,-0.040424752
36597_at,0.271644431
36598_s_at,-0.115959081
36599_at,-0.045544943
366_s_at,0.390674078
36600_at,-0.411331205
36601_at,0.314613931
36602_at,0.332339894
36603_at,0.416927903
36604_at,0.133528376
36605_at,-0.050708623
36606_at,-1.604539125
36607_at,0.002579189
36608_at,0.150951771
36609_at,-0.071893605
36610_at,0.058667299
36611_at,0.02713435
36612_at,-0.426081494
36613_at,0.036409518
36614_at,-0.030856978
36615_at,-0.126012859
36616_at,-0.054111727
36617_at,-0.525520398
36618_g_at,-0.47052289
36619_r_at,-0.170995843
36620_at,0.459363433
36621_at,-2.318229706
36622_at,-2.463634057
36623_at,-0.051173456
36624_at,0.044161931
36625_at,-0.726675146
36626_at,-0.125186931
36627_at,0.127400052
36628_at,0.268321968
36629_at,-0.596728602
36630_at,-0.047521392
36631_at,0.101022025
36632_at,-0.000457744
36633_at,-0.152732417
36634_at,-0.486258629
36635_at,0.283430782
36636_at,0.478654327
36637_at,0.274076738
36638_at,-1.928462819
36639_at,0.072336625
36640_at,0.114355797
36641_at,0.00034178
36642_at,0.149186721
36643_at,-0.340845296
36644_at,-0.274679911
36645_at,-0.172458933
36646_at,0.410669404
36647_at,-0.017937134
36648_at,0.046700787
36649_at,0.516581464
36650_at,-0.411339623
36651_at,-0.167579051
36652_at,0.053533466
36653_g_at,0.178091094
36654_s_at,-0.064978897
36655_at,-0.308498835
36656_at,0.146483189
36657_at,-0.515342842
36658_at,-0.226947166
36659_at,-0.745857275
36660_at,0.212127268
36661_s_at,0.065013759
36662_at,-0.048462928
36663_at,0.138081178
36664_at,0.194824303
36665_at,0.266527908
36666_at,-0.295563222
36667_at,-0.669033873
36668_at,-0.508220045
36669_at,-0.027002525
36670_at,0.062024114
36671_at,0.992746562
36672_at,-0.178501326
36673_at,-0.368216279
36674_at,0.108725373
36675_r_at,-0.203149179
36676_at,-0.066684508
36677_at,0.043134469
36678_at,-0.004618106
36679_at,-0.301568631
36680_at,0.176374573
36681_at,-0.074311121
36682_at,-0.053701293
36683_at,-0.082783748
36684_at,0.155355411
36685_at,0.148347106
36686_at,-0.24004036
36687_at,0.706550778
36688_at,0.169509661
36689_at,-0.375607644
36690_at,-0.212708369
36691_at,0.015418096
36692_at,0.026475136
36693_at,0.057121492
36694_at,-0.23157164
36695_at,0.006074599
36696_at,0.278367322
36697_g_at,0.11464331
36698_at,0.066891813
36699_at,-0.146441194
367_at,0.161450961
36700_at,0.141435668
36701_at,0.145155919
36702_at,0.128180513
36703_at,0.063155291
36704_at,0.143425695
36705_at,0.197819383
36706_at,0.105031376
36707_s_at,-0.031877705
36708_at,-0.457894989
36709_at,0.158039012
36710_at,0.006107857
36711_at,-0.68635544
36712_at,-0.041651613
36713_at,0.484674959
36714_at,0.01218681
36715_at,0.139089459
36716_at,0.020353028
36717_at,0.631513638
36718_s_at,-0.340953669
36719_r_at,-0.336784057
36720_at,-0.197904732
36721_s_at,0.01731221
36722_s_at,-0.027509523
36723_at,0.085519541
36724_s_at,0.177826825
36725_at,0.161545248
36726_at,0.244251543
36727_at,0.362441466
36728_at,0.027002768
36729_g_at,0.106564876
36730_at,0.145654878
36731_g_at,0.207811373
36732_at,0.133182878
36733_at,-0.239972672
36734_at,0.090188379
36735_f_at,0.056975063
36736_f_at,0.028349345
36737_at,0.17599289
36738_at,0.079442182
36739_at,-0.167649315
36740_at,0.058851164
36741_at,0.272926298
36742_at,-0.033052869
36743_at,0.117561625
36744_at,-0.132238585
36745_at,0.078124182
36746_s_at,0.029883908
36747_at,0.13709022
36748_at,0.285189853
36749_at,-0.105890561
36750_at,0.156130323
36751_at,0.139212961
36752_at,0.278674249
36753_at,0.275309024
36754_at,0.024314621
36755_s_at,-0.026007106
36756_at,0.263865874
36757_at,1.088636304
36758_at,0.167151301
36759_at,-0.035282928
36760_at,-0.073077068
36761_at,0.021942275
36762_at,0.260475413
36763_at,0.080940084
36764_at,0.082779426
36765_at,0.023429018
36766_at,0.022898846
36767_at,0.098605773
36768_at,0.097609222
36769_at,0.382479262
36770_at,-0.273018966
36771_at,0.026063194
36772_at,0.025002113
36773_f_at,-0.076499687
36774_f_at,0.019237456
36775_f_at,0.084420117
36776_at,0.083373223
36777_at,-0.189657576
36778_at,-0.047146218
36779_at,0.04534467
36780_at,-1.755177019
36781_at,-2.245852511
36782_s_at,-0.041324983
36783_f_at,-0.107150612
36784_at,0.2958748
36785_at,-0.535670048
36786_at,0.229693653
36787_at,1.189166495
36788_at,0.186542835
36789_f_at,0.041803971
36790_at,-0.890713577
36791_g_at,-0.707805259
36792_at,-0.668748729
36793_at,-0.080801638
36794_at,0.082597483
36795_at,-0.058337124
36796_at,0.763959386
36797_at,0.045572921
36798_g_at,0.598418631
36799_at,-0.331831174
368_at,-0.634956093
36800_at,-0.069024024
36801_at,0.195955268
36802_at,0.266626192
36803_at,0.056070883
36804_at,-0.045026373
36805_s_at,0.358616732
36806_at,0.027177693
36807_at,-0.011933299
36808_at,-0.226290219
36809_at,0.173428258
36810_at,0.232447762
36811_at,-1.987452979
36812_at,-0.295221936
36813_at,0.147869094
36814_at,-0.330946662
36815_at,0.004851928
36816_s_at,0.191175908
36817_at,0.050698234
36818_at,0.184927772
36819_at,-0.135395492
36820_r_at,-0.03743015
36821_at,-0.377603343
36822_at,0.415584477
36823_at,0.042493035
36824_at,0.121061533
36825_at,-0.147185616
36826_at,0.084314958
36827_at,0.065343162
36828_at,0.151437714
36829_at,0.056070079
36830_at,0.062562822
36831_at,0.040674248
36832_at,-0.046425135
36833_at,0.028525073
36834_at,-0.448778486
36835_at,0.020907081
36836_at,-0.064990473
36837_at,0.322067794
36838_at,0.098148943
36839_at,0.111465141
36840_at,0.309140173
36841_at,-0.036854032
36842_at,-0.040822482
36843_at,0.261122156
36844_at,-0.007145156
36845_at,0.172122347
36846_s_at,0.661668678
36847_r_at,0.533387028
36848_r_at,0.176601502
36849_at,-0.834421476
36850_at,0.001074657
36851_g_at,0.270985385
36852_at,0.21352746
36853_at,0.196595633
36854_s_at,0.14727244
36855_r_at,0.15007091
36856_at,0.034029436
36857_at,0.615985189
36858_at,0.121408346
36859_at,0.23969309
36860_at,0.048371548
36861_at,-0.483778651
36862_at,0.097314094
36863_at,0.158207231
36864_at,0.218423022
36865_at,0.065681632
36866_at,0.119897821
36867_at,-0.105385929
36868_at,0.224528173
36869_at,0.008243218
36870_at,0.019059458
36871_at,0.459042608
36872_at,-0.091221229
36873_at,-1.15838161
36874_at,-0.173253884
36875_at,-0.059632904
36876_at,0.523140907
36877_at,0.17377767
36878_f_at,-0.100176577
36879_at,-0.035901532
36880_at,0.473196503
36881_at,0.008969203
36882_at,0.004792468
36883_at,-0.038496757
36884_at,0.40112489
36885_at,0.391594075
36886_f_at,0.074865752
36887_f_at,0.183761341
36888_at,0.094728719
36889_at,0.143333387
36890_at,-0.333808422
36891_at,0.104209948
36892_at,-0.141071042
36893_at,-0.117272911
36894_at,-0.026735537
36895_at,0.22267103
36896_s_at,-0.119855737
36897_at,0.07348263
36898_r_at,-0.054558839
36899_at,-0.949077229
369_s_at,-0.283628106
36900_at,0.095260234
36901_at,-0.391575741
36902_at,0.408598452
36903_at,-0.297953947
36904_at,0.055610512
36905_at,0.09369864
36906_at,0.420987753
36907_at,0.042887022
36908_at,0.007921773
36909_at,0.178161054
36910_at,0.002368759
36911_at,-0.679924786
36912_at,0.183704292
36913_at,0.560845003
36914_at,0.273380969
36915_at,-0.074837442
36916_at,-0.313370344
36917_at,0.433773764
36918_at,0.119424039
36919_r_at,-0.01659672
36920_at,0.088250669
36921_at,-0.869994753
36922_at,-0.114746586
36923_at,0.178024158
36924_r_at,-0.221444341
36925_at,-0.537531917
36926_at,0.19189869
36927_at,0.011905359
36928_at,0.264027191
36929_at,-0.214695779
36930_at,0.605515473
36931_at,-0.150363328
36932_at,-0.014267098
36933_at,-1.512111255
36934_at,-0.000540647
36935_at,-0.715661888
36936_at,0.27936021
36937_s_at,0.186191052
36938_at,-0.108187416
36939_at,0.004238941
36940_at,0.01524724
36941_at,0.32155483
36942_at,-0.053833024
36943_r_at,0.511254733
36944_f_at,0.242025288
36945_at,0.156402135
36946_at,0.168929389
36947_s_at,0.037676824
36948_at,0.17993851
36949_at,0.064468441
36950_at,-0.273692662
36951_at,0.058696015
36952_at,0.227465665
36953_at,-0.07320125
36954_at,0.126085353
36955_at,-0.015923808
36956_at,0.040352483
36957_at,0.660629269
36958_at,-0.276332768
36959_at,-0.025825024
36960_at,-0.256418588
36961_at,0.19156318
36962_at,-0.122056253
36963_at,0.423033973
36964_at,-0.187025051
36965_at,-0.281603999
36966_at,0.188370761
36967_g_at,0.268289564
36968_s_at,0.50096815
36970_at,0.125176275
36971_at,-0.221806872
36972_at,0.035426275
36973_at,-0.047567306
36974_at,-0.005428324
36975_at,-0.147378135
36976_at,-0.821687659
36977_at,-0.023804234
36978_at,0.253133142
36979_at,-0.621134248
36980_at,-0.725182279
36981_at,0.194662037
36982_at,0.228890583
36983_f_at,-0.311066809
36984_f_at,-0.57869121
36985_at,0.040346315
36986_at,0.033342045
36987_at,-0.170282647
36988_at,-0.254188851
36989_at,-0.878850043
36990_at,-0.273272178
36991_at,0.104645938
36992_at,0.27389365
36993_at,-0.065157135
36994_at,-0.085352728
36995_at,-0.950840023
36996_at,-0.297722905
36997_at,0.136713482
36998_s_at,-0.099270685
36999_at,0.049930983
370_at,0.016923329
37000_at,0.550218225
37001_at,-0.085709839
37002_at,1.198650998
37003_at,-0.006328273
37004_at,0.069326953
37005_at,-0.37933175
37006_at,-2.362490065
37007_at,-0.301925402
37008_r_at,-1.238291028
37009_at,0.50077919
37010_at,0.381654599
37011_at,0.151163764
37012_at,-0.185341399
37013_at,0.131207953
37014_at,0.077099068
37015_at,-0.23922128
37016_at,0.112048255
37017_at,-0.179542545
37018_at,1.655839393
37019_at,-1.460038169
37020_at,0.155350443
37021_at,0.135594892
37022_at,0.108947977
37023_at,0.013075575
37024_at,-2.016189823
37025_at,-1.323683869
37026_at,-0.382695545
37027_at,-0.8663923
37028_at,0.156622168
37029_at,0.610996817
37030_at,0.04893917
37031_at,-0.107417799
37032_at,-1.015836119
37033_s_at,-1.004823769
37034_at,-0.09433015
37035_at,0.099051552
37036_at,0.099197058
37037_at,-0.687150358
37038_at,-0.565718658
37039_at,-0.028102893
37040_at,-0.240385282
37041_at,-0.032788336
37042_at,-0.242730226
37043_at,-0.614490058
37044_at,-0.006135743
37045_at,0.135927515
37046_at,0.608770384
37047_at,-0.102730839
37048_at,-0.149667483
37049_g_at,-0.039794858
37050_r_at,0.134515677
37051_at,0.010043279
37052_at,0.308463067
37053_at,0.238061542
37054_at,0.168346584
37055_at,-0.124890964
37056_at,0.364167127
37057_s_at,0.002624106
37058_at,0.092601799
37059_at,0.040176081
37060_at,0.142165271
37061_at,0.041021922
37062_at,-0.061022908
37063_r_at,0.03708653
37064_at,-0.031583813
37065_f_at,1.11182528
37066_at,0.102833987
37067_at,-0.084554134
37068_at,0.080461586
37069_at,0.159478198
37070_at,-0.042168251
37071_at,0.133291663
37072_at,0.000575404
37073_at,-0.185572505
37074_at,-0.116551842
37075_at,-0.033453492
37076_at,-0.019038725
37077_at,0.491365564
37078_at,-0.38919451
37079_at,0.046178223
37080_at,0.025114243
37081_at,0.127754628
37082_at,0.08698752
37083_s_at,0.228764046
37084_at,0.076194348
37085_g_at,0.031430254
37086_at,0.194917488
37087_at,0.035475572
37088_at,0.148012182
37089_at,0.227215762
37090_at,0.231781329
37091_g_at,0.042850852
37092_at,-0.007192123
37093_at,0.196529623
37094_at,0.089139256
37095_r_at,-0.144252937
37096_at,-0.233036478
37097_at,0.003504844
37098_at,0.444160546
37099_at,-0.059308791
371_at,0.081609075
37100_at,0.015873208
37101_at,0.120106146
37102_at,0.009102146
37103_at,0.104484408
37104_at,-0.017390428
37105_at,-0.162502294
37106_at,-0.425473573
37107_at,-0.344311877
37108_at,0.434535801
37109_at,0.035498081
37110_at,0.169837176
37111_g_at,-0.075162822
37112_at,0.008628837
37113_at,0.12589897
37114_at,-0.251899135
37115_at,-0.02947314
37116_at,0.235490463
37117_at,-0.260361406
37118_at,-0.109536202
37119_at,0.327847011
37120_at,0.124518314
37121_at,0.07550444
37122_at,0.244785393
37123_at,0.186947513
37124_i_at,0.188713116
37125_f_at,0.242121086
37126_at,0.089510318
37127_at,0.257706734
37128_at,-0.057672254
37129_at,0.050213382
37130_g_at,0.057485742
37131_at,-0.010517081
37132_at,-0.00209023
37133_at,0.114419151
37134_f_at,0.013509311
37135_f_at,0.145154504
37136_at,-0.160539962
37137_at,0.084991314
37138_at,-0.010583898
37139_at,-0.102027874
37140_s_at,0.146303318
37141_at,-1.476544451
37142_at,-0.276960062
37143_s_at,0.199956293
37144_at,0.04428504
37145_at,0.233420402
37146_at,0.008183457
37147_at,0.148274463
37148_at,0.165669641
37149_s_at,0.022746808
37150_at,0.067697308
37151_at,0.038761973
37152_at,-0.326915625
37153_at,0.148920515
37154_at,0.050238884
37155_at,0.03925716
37156_at,-0.129986145
37157_at,0.111681009
37158_at,0.085251947
37159_at,0.077532944
37160_at,0.002203714
37161_at,-0.334717224
37162_at,0.102036513
37163_at,-0.139583697
37164_at,0.375782802
37165_f_at,0.238605378
37166_at,-0.00359488
37167_at,0.099929211
37168_at,0.156712759
37169_at,0.132772403
37170_at,1.241369507
37171_at,-0.173290636
37172_at,0.062442725
37173_at,0.310730007
37174_at,0.370655588
37175_at,-0.16465009
37176_at,-0.271458353
37177_at,0.25988492
37178_at,-0.04544539
37179_at,1.303413982
37180_at,0.011467999
37181_at,-0.075403162
37182_at,0.04933124
37183_at,-0.02694975
37184_at,0.099895891
37185_at,-0.797594829
37186_s_at,0.00881384
37187_at,0.054314818
37188_at,0.229333114
37189_at,-0.051985845
37190_at,-0.174618539
37191_at,0.091156207
37192_at,0.002260699
37193_at,0.168053487
37194_at,1.002864978
37195_at,0.085792124
37196_at,0.010109079
37197_s_at,0.331465679
37198_r_at,0.084880177
37199_at,0.313639114
372_f_at,0.017202324
37200_at,0.024312676
37201_at,0.121637604
37202_at,-1.035717333
37203_at,-0.545920749
37204_at,-0.245665677
37205_at,-0.17447009
37206_at,0.010967878
37207_at,-0.126273595
37208_at,-0.03637517
37209_g_at,0.134499753
37210_at,-0.024118844
37211_at,-0.188422608
37212_at,-0.136779467
37213_at,0.049762069
37214_g_at,0.070182148
37215_at,-1.066769085
37216_at,-0.123974736
37217_at,0.452662469
37218_at,-0.167742813
37219_at,0.274658406
37220_at,0.268736834
37221_at,1.309420228
37222_at,0.115362808
37223_at,-0.149508316
37224_at,0.218780427
37225_at,-1.147622105
37226_at,0.120335215
37227_at,0.242675881
37228_at,-0.052961533
37229_at,-0.264452552
37230_at,0.265153018
37231_at,0.203095578
37232_at,-0.002522304
37233_at,0.017573793
37234_at,0.138753065
37235_g_at,0.003621623
37236_at,0.245561024
37237_at,0.011991429
37238_s_at,0.137562462
37239_r_at,0.122421234
37240_at,-0.046938867
37241_at,-0.62980662
37242_at,-0.770779209
37243_at,0.070380804
37244_at,0.419730213
37245_at,0.195216007
37246_at,-0.020096533
37247_at,0.12856265
37248_at,-0.142109508
37249_at,-0.312091646
37250_at,0.477266072
37251_s_at,-0.796413638
37252_at,0.011219649
37253_at,0.990912721
37254_at,-0.123685693
37255_at,0.164219651
37256_at,0.160346547
37257_at,-0.062197308
37258_at,-0.302753821
37259_at,0.10087874
37260_at,0.246271486
37261_g_at,0.155568878
37262_at,0.251246325
37263_at,0.23866217
37264_at,-0.207059998
37265_at,-0.094345313
37266_at,0.054961671
37267_at,-0.01808833
37268_at,-0.130963451
37269_at,0.137150536
37270_at,0.130998329
37271_at,-0.370468187
37272_at,-0.631835796
37273_at,0.162529808
37274_at,-0.077582701
37275_at,-0.002325756
37276_at,-0.236725659
37277_at,0.052617251
37278_at,-0.044767925
37279_at,-0.880842549
37280_at,-0.436676856
37281_at,0.143721486
37282_at,0.497009458
37283_at,-1.345753109
37284_at,0.021817518
37285_at,0.325728746
37286_at,-0.646265115
37287_at,0.077354029
37288_g_at,-0.004139962
37289_at,0.063264802
37290_at,0.043090546
37291_r_at,-0.031880745
37292_at,-0.140386365
37293_at,0.114371184
37294_at,-0.426971405
37295_at,0.283590763
37296_at,0.006150617
37297_at,0.204121389
37298_at,-0.255810768
37299_at,-0.329430492
373_at,0.16731073
37300_at,-0.226964956
37301_at,0.298723102
37302_at,-0.205456823
37303_at,-0.323782858
37304_at,-0.5164293
37305_at,0.442670594
37306_at,-0.173568181
37307_at,-0.596817872
37308_at,-0.315872568
37309_at,-0.256420039
37310_at,-0.849704867
37311_at,0.591194048
37312_at,-0.008859834
37313_at,0.131607457
37314_at,0.248984458
37315_f_at,-0.092094399
37316_r_at,-0.103976142
37317_at,-0.001874965
37318_at,-0.236138454
37319_at,-2.493193428
37320_at,0.242849065
37321_at,0.176068031
37322_s_at,0.20203292
37323_r_at,0.240291967
37324_at,0.012155559
37325_at,0.184681026
37326_at,-0.189359157
37327_at,-0.427761642
37328_at,0.069315312
37329_at,0.302549584
37330_at,-0.041637034
37331_g_at,0.07819159
37332_r_at,-0.261651925
37333_at,0.106969683
37334_at,0.029118811
37335_at,0.262567746
37336_at,-0.220907867
37337_at,0.662842672
37338_at,-0.166946912
37339_at,-0.201294542
37340_at,0.002831775
37341_at,-0.199257797
37342_s_at,-0.07379265
37343_at,-0.344050312
37344_at,-0.086391988
37345_at,-0.200394268
37346_at,-0.030173466
37347_at,0.201681202
37348_s_at,-0.212684916
37349_r_at,0.202889313
37350_at,0.033044583
37351_at,-0.720065829
37352_at,0.032151237
37353_g_at,0.34253693
37354_at,0.2427561
37355_at,0.164685553
37356_r_at,0.04803019
37357_at,0.259037642
37358_at,-0.227608989
37359_at,0.048555482
37360_at,-0.220634526
37361_at,-0.120041213
37362_at,-0.194615506
37363_at,-0.675894417
37364_at,0.071325531
37365_at,-0.106241782
37366_at,0.331502813
37367_at,0.308462808
37368_at,0.147542215
37369_s_at,-0.032422117
37370_i_at,0.083757032
37371_at,0.0657789
37372_at,0.176307632
37373_at,-0.19218324
37374_at,-1.117307617
37375_at,-0.090764537
37376_at,0.356736225
37377_i_at,0.022545528
37378_r_at,-0.047309171
37379_at,0.509572763
37380_at,0.166389973
37381_g_at,0.279564335
37382_at,0.219581437
37383_f_at,-1.708487344
37384_at,0.623339261
37385_at,0.546676912
37386_i_at,-0.138728857
37387_r_at,-0.165919118
37388_at,-0.403882262
37389_at,0.140692014
37390_at,0.050466293
37391_at,-0.350938767
37392_at,0.197756917
37393_at,-0.140913892
37394_at,0.099852857
37395_at,0.482665809
37396_at,0.186743684
37397_at,0.237012529
37398_at,0.358411225
37399_at,-0.526820704
374_f_at,0.026819589
37400_at,-0.031336594
37401_g_at,-0.016243879
37402_at,0.667039523
37403_at,0.656188597
37404_at,0.11928006
37405_at,0.186318561
37406_at,0.051479735
37407_s_at,0.349742035
37408_at,-0.207517481
37409_at,0.065885422
37410_at,-0.006538079
37411_at,-0.031682054
37412_at,0.419236579
37413_at,0.009108911
37414_at,0.067785717
37415_at,-0.038251553
37416_at,-0.306587941
37417_at,-0.004363187
37418_at,0.134681118
37419_g_at,0.069854337
37420_i_at,-0.204180624
37421_f_at,-0.51907883
37422_at,-0.738038041
37423_at,0.035562269
37424_at,0.170638322
37425_g_at,-0.106838707
37426_at,-0.692239868
37427_at,0.176375566
37428_at,0.074257105
37429_g_at,-0.130424163
37430_at,0.101345652
37431_at,0.335620924
37432_g_at,-0.004620265
37433_at,0.020510528
37434_at,-0.006400471
37435_s_at,0.037812956
37436_at,0.335590705
37437_at,-0.458220787
37438_at,0.050977607
37439_at,0.114724984
37440_at,0.088157631
37441_at,-0.017969069
37442_at,-0.287617828
37443_at,0.05676231
37444_at,0.020679271
37445_at,0.24407859
37446_at,-0.013671468
37447_at,0.081751392
37448_s_at,-0.570973779
37449_i_at,-0.798427047
37450_r_at,-0.670625281
37451_at,-0.005299514
37452_at,0.033525051
37453_at,-0.110729319
37454_at,0.090605818
37455_at,0.023820869
37456_at,0.018632462
37457_at,-0.071614085
37458_at,0.795287019
37459_at,0.025528788
37460_at,-0.010685237
37461_at,0.203716455
37462_i_at,-0.059762658
37463_r_at,-0.055490357
37464_at,0.048741428
37465_at,0.086660378
37466_at,-0.038143234
37467_at,0.283774189
37468_at,0.547922901
37469_at,0.125654596
37470_at,-0.000418661
37471_at,0.407200504
37472_at,0.042131138
37473_at,0.069358593
37474_at,0.671292755
37475_at,-0.080718715
37476_at,0.258976156
37477_at,-0.012142073
37478_at,0.016738769
37479_at,0.020649679
37480_at,0.008576537
37481_at,0.252010232
37482_at,-0.148086207
37483_at,-0.435915379
37484_at,-0.490052358
37485_at,0.264223128
37486_f_at,-0.499240677
37487_at,0.004555729
37488_at,0.011545503
37489_s_at,-0.008500887
37490_at,0.070293207
37491_at,0.228734056
37492_at,0.002580473
37493_at,-0.141451542
37494_at,-0.046249547
37495_at,0.241078118
37496_at,0.08716287
37497_at,1.001082188
37498_at,-0.017498589
37499_at,-0.052073115
375_at,0.172078662
37500_at,0.32779639
37501_at,0.3782551
37502_at,0.15213015
37503_at,0.135140076
37504_at,-0.219791329
37505_at,-0.375337463
37506_at,0.92145784
37507_i_at,0.705738802
37508_f_at,0.454605627
37509_at,0.312180649
37510_at,0.14242593
37511_at,0.144945181
37512_at,-0.174689233
37513_at,-0.73406897
37514_s_at,0.025706787
37515_at,0.050163065
37516_at,0.088614876
37517_at,-0.172093301
37518_at,-0.115950064
37519_at,-0.279441347
37520_at,0.34614651
37521_s_at,0.392665606
37522_r_at,0.20018893
37523_at,0.189534537
37524_at,-0.288947902
37525_at,0.18105564
37526_at,0.032334929
37527_at,-0.080139709
37528_at,-0.152289667
37529_at,-0.089814172
37530_s_at,0.619430648
37531_at,-0.03030981
37532_at,0.450016441
37533_r_at,-0.115186159
37534_at,-1.245960795
37535_at,-0.141166821
37536_at,-0.129524244
37537_at,-0.183334489
37538_at,-0.146563953
37539_at,-0.417705542
37540_at,0.010431621
37541_at,0.078861326
37542_at,-0.498672312
37543_at,0.027636802
37544_at,-0.328031798
37545_at,-0.210945188
37546_r_at,-0.124228908
37547_at,0.198133298
37548_at,0.049693172
37549_g_at,-0.146239866
37550_at,-0.077972316
37551_at,0.04492057
37552_at,0.319636339
37553_at,-0.094183784
37554_at,-0.05054527
37555_at,0.393130934
37556_at,0.206123772
37557_at,0.293573207
37558_at,-0.182749939
37559_at,0.095995089
37560_at,-0.174007312
37561_at,-0.058609876
37562_at,0.037195027
37563_at,0.15203197
37564_at,0.111804743
37565_at,-0.809513169
37566_at,-0.025843994
37567_at,0.021289321
37568_at,0.11680141
37569_at,0.096064317
37570_at,0.070314185
37571_at,-0.112454303
37572_at,0.113554948
37573_at,-0.186902862
37574_at,-0.044040712
37575_at,0.028735218
37576_at,-1.221378964
37577_at,0.403636027
37578_at,-0.434427965
37579_at,-0.368478326
37580_at,0.334471913
37581_at,0.1552285
37582_at,-0.130358543
37583_at,-0.278561613
37584_at,-0.202920798
37585_at,0.383502639
37586_at,0.004600026
37587_at,0.117284059
37588_s_at,0.079124358
37589_at,0.087041181
37590_g_at,0.02580737
37591_at,0.161096458
37592_at,0.234827032
37593_at,-0.115965006
37594_at,0.197922025
37595_at,0.060516626
37596_at,0.231741317
37597_s_at,-0.010164241
37598_at,-0.433193663
37599_at,-0.109873976
376_at,-1.741829245
37600_at,0.149354174
37601_at,0.157562485
37602_at,0.03246354
37603_at,-0.210612989
37604_at,-0.551235144
37605_at,0.04835988
37606_at,0.383062255
37607_at,0.057256447
37608_g_at,0.009128203
37609_at,0.140647939
37610_at,0.287964329
37611_at,-1.244108466
37612_at,0.261393886
37613_at,0.169594296
37614_g_at,-1.209452947
37615_at,0.334474574
37616_at,-0.253941558
37617_at,-0.218658874
37618_at,0.216059362
37619_at,0.056872521
37620_at,0.276979035
37621_at,0.043763417
37622_r_at,-0.212651527
37623_at,-0.066798745
37624_at,0.10879242
37625_at,-0.746171277
37626_at,-0.030539412
37627_g_at,0.118871744
37628_at,0.015033127
37629_at,0.323733278
37630_at,-0.002075424
37631_at,-0.59258777
37632_s_at,0.679399825
37633_s_at,0.152569006
37634_at,0.37912043
37635_at,0.127670462
37636_at,0.013648726
37637_at,-0.352130652
37638_at,-0.357835221
37639_at,-0.02419107
37640_at,0.273380909
37641_at,-0.524849777
37642_at,-0.024854729
37643_at,-0.063374838
37644_s_at,0.049454855
37645_at,-0.090922096
37646_at,-0.078320145
37647_at,0.217925987
37648_at,0.200890455
37649_at,0.806061169
37650_at,-0.04366589
37651_at,0.322826565
37652_at,-0.328318214
37653_at,-0.143827188
37654_at,-0.169373054
37655_at,-0.288424255
37656_at,0.048841333
37657_at,-0.054814686
37658_at,-0.209056795
37659_at,0.165287767
37660_at,0.203110821
37661_at,0.174015896
37662_at,-0.045112731
37663_at,0.403912299
37664_at,0.005482022
37665_at,0.117964085
37666_at,0.161512872
37667_at,1.032970147
37668_at,0.477408484
37669_s_at,-0.920358355
37670_at,0.330566519
37671_at,-1.354262796
37672_at,0.071485578
37673_at,0.075524609
37674_at,-0.191401991
37675_at,0.223990469
37676_at,-0.09159605
37677_at,-0.397985063
37678_at,-0.728931272
37679_at,0.262767418
37680_at,-0.443483266
37681_i_at,0.092653947
37682_r_at,0.035793988
37683_at,0.275400857
37684_at,0.373042342
37685_at,0.537852805
37686_s_at,-0.262549413
37687_i_at,-0.094302658
37688_f_at,0.700953323
37689_s_at,0.520425843
37690_at,-0.322353279
37691_at,0.048262342
37692_at,-0.41488081
37693_at,-0.115010638
37694_at,0.067003691
37695_at,-0.31451115
37696_at,0.407641892
37697_s_at,0.376651755
37698_at,0.132118925
37699_at,0.388487121
377_g_at,-2.233984364
37700_at,0.31983498
37701_at,-0.351267383
37702_at,0.130240538
37703_at,0.260073965
37704_at,-0.026305897
37705_at,0.036452414
37706_at,-0.340063413
37707_i_at,0.201300672
37708_r_at,0.096673442
37709_at,0.159340588
37710_at,0.265007463
37711_at,0.089697478
37712_g_at,0.220608658
37713_at,0.212203608
37714_at,-0.152833377
37715_at,0.051376997
37716_at,-0.367420982
37717_at,0.220916731
37718_at,-0.07480471
37719_at,-0.408596398
37720_at,-0.023649701
37721_at,0.102528508
37722_s_at,-0.029546978
37723_at,-0.592154142
37724_at,0.145471875
37725_at,0.173300711
37726_at,0.276101621
37727_i_at,-0.316584509
37728_r_at,-0.147197025
37729_at,0.092093646
37730_at,-0.027166081
37731_at,0.345615118
37732_at,0.044248733
37733_at,-0.007745881
37734_at,-0.166163395
37735_at,-0.061441765
37736_at,0.51348698
37737_at,0.820015005
37738_g_at,0.760991758
37739_at,-0.026379389
37740_r_at,0.3484215
37741_at,0.13027982
37742_at,0.042839452
37743_at,-0.10600214
37744_r_at,-0.067665009
37745_s_at,-0.292592515
37746_r_at,-0.186256294
37747_at,-0.888028172
37748_at,0.052253114
37749_at,-1.628103263
37750_at,0.032929468
37751_at,-0.367009706
37752_at,0.622116831
37753_at,-0.150579764
37754_at,-1.179657391
37755_at,-1.289637098
37756_at,0.215615647
37757_at,-0.147596076
37758_s_at,0.059522968
37759_at,-0.145328595
37760_at,0.350770196
37761_at,0.140622274
37762_at,-0.825854692
37763_at,-0.13638792
37764_at,0.078788294
37765_at,0.128368161
37766_s_at,0.317855302
37767_at,-0.110373156
37768_at,0.06221602
37769_at,-0.003839083
37770_at,0.035250477
37771_at,0.020437502
37772_at,0.054875938
37773_at,-0.049305151
37774_at,0.094685531
37775_at,0.054857887
37776_at,0.026510306
37777_at,-0.005781582
37778_at,0.300442974
37779_at,0.005546454
